source_row_number,review_priority,review_reason,suggested_action,visa_code,visa_name_ko,item_type,section_title,petition_type,subsection_type,subtype_or_program,applicant_context,eligibility,target_persons,common_documents,mandatory_documents,other_documents,requirements,procedure,restrictions,exceptions,fees,duration_or_validity,quota_or_limit,score_criteria,table_summary,table_rows,normalized_text
121,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-6,예술흥행,visa_rule,E-6 예술흥행,사증발급,대상,,,"수익이 따르는 음악, 미술, 문학 등의 예술 활동 - 창작활동을 하는 작곡가, 화가, 조각가, 공예가, 저술가, 사진작가 등 - 음악·미술·문학·사진·연주·무용·영화·체육 등 예술 활동에 관한 지도자 (예: 프로 및 아마추어 스포츠 감독, 오케스트라 지휘자 등) 수익을 목적으로 하는 연예, 연주, 연극, 운동경기, 광고, 패션모델 등 흥행활동 - 출연형태·명목 불문 수익을 위한 개인 또는 단체 연예·연주·연극·운동자 (예: 프로 및 아마추어 스포츠 선수) - 스스로 출연하는 자뿐만 아니라 분장사, 매니저 등 동행자 포함 체류기간 90일 이하인 경우는 단기취업(C-4-5) 자격에 해당","E-6-1 (예술·연예): 음악·미술·문학 예술활동, 전문방송연기, 공연법상 전문 연예활동 (작곡가·화가·사진작가, 오케스트라 연주·지휘자, 광고·패션모델, 바둑기사, 방송인, 연예인, 연극인, 분장사 등) E-6-2 (호텔·유흥): 관광진흥법상 호텔업시설·유흥업소 등에서 공연·연예활동 (가요·연주자, 곡예·마술사 등). 국제회의시설 부대시설·공연법 등록 공연장 종사자 포함 E-6-3 (운동): 축구·야구·농구 등 프로 운동선수 및 동행 매니저 (프로선수, 프로팀 감독, 매니저 등)",,,,,,,체류기간 90일 이하인 경우 단기취업(C-4-5) 적용,,1회 부여 체류기간의 상한 2년,,,E-6 분류기호 (E-6-1 예술·연예 / E-6-2 호텔·유흥 / E-6-3 운동),"E-6-1 예술·연예: 작곡가·화가·사진작가, 오케스트라 연주·지휘자, 광고·패션모델, 바둑기사, 방송인, 연예인, 연극인, 분장사 E-6-2 호텔·유흥: 관광진흥법 호텔·유흥업소 공연·연예종사자, 가요·연주자, 곡예·마술사 E-6-3 운동: 프로 운동선수, 프로팀 감독, 매니저",
124,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,E-7,특정활동,visa_rule,E-7 특정활동,사증발급,대상,,,대한민국 내의 공·사기관 등과의 계약에 따라 법무부장관이 특별히 지정하는 활동에 종사하려는 사람,"전문성 수준 및 국민대체성에 따라 4개 직군으로 구분 E-7-1 전문인력: 관리자 및 전문가 (67개 직종) E-7-2 준전문인력: 사무 및 서비스종사자 (10개 직종) E-7-3 일반기능인력: 기능원 및 관련기능종사자 (14개 직종) E-7-4 숙련기능인력(점수제): 17.8.1 신설, 3개 직종 (농림축산어업·제조·건설) E-7-91 FTA 독립전문가 E-7-S 네거티브 방식 전문인력 (고소득자, 첨단산업분야 종사자) E-7-Y 국내성장인력 (직종코드 9999) E-7-T 최우수인재 특정활동 (최우수인재 첨단산업분야)",,,,,,,,,"3년 (주무부처 추천 우수인재, 지역특화발전특구·첨단의료복합단지 내 E-7 종사자, 경제자유구역 의료연구개발기관 연구원은 5년)",,,"E-7 신 약호 구분표 (E-7-1~4, E-7-91, E-7-S, E-7-Y, E-7-T)","E-7-1: 전문인력, 관리자 및 전문가 67개 직종 E-7-2: 준전문인력, 사무·서비스종사자 10개 직종 E-7-3: 일반기능인력, 기능원 및 관련기능종사자 14개 직종 E-7-4: 숙련기능인력 점수제, 17.8.1 신설 3개 직종 E-7-91: FTA 독립전문가 E-7-S: 네거티브 방식 전문인력 E-7-Y: 국내성장인력 E-7-T: 최우수인재 특정활동",
125,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-7,특정활동,visa_rule,E-7 특정활동 / 자격요건 일반,사증발급,요건,,,,,,,,"일반요건 (하나 이상 충족): - 도입직종과 연관성 있는 분야의 석사 이상 학위 소지 - 도입직종과 연관성 있는 학사학위 + 1년 이상 해당분야 경력 (학위·자격증 취득 이후 경력만 인정. 첨단기술 분야는 졸업 이전 인턴 경력 인정) - 도입직종과 연관성 있는 분야 5년 이상 근무경력 우대 특별요건: - 세계 500대 기업 1년 이상 전문직종 근무경력자: 학력·경력 미충족도 허용 - 세계 우수대학(타임 200/QS 500) 졸업(예정) 학사: 1년 경력요건 면제 - 국내 전문대학 졸업(예정)자: 전공 관련 직종 취업 시 경력 면제 - 국내 대학 졸업(예정) 학사 이상: 전공 무관, 학사 이상은 1년 경력 면제. 일/학습연계유학(D-2-7) 졸업자는 국민고용비율 적용 면제 - 주무부처 고용추천 첨단과학기술분야 우수인재: 강화된 기준 적용 - 첨단기술인턴(D-10-3) 1년 이상 활동 후 정식 취업, 임금 GNI 1배 이상: 학력·경력 면제 - 일본 CAIT/JITEC 소프트웨어개발기술자·기본정보기술자 자격증 소지 일본인: 자격기준 무관 사증발급인정서 발급 - 부처추천 전문능력 구비 우수인재: 연간 보수 GNI 1.5배 + 소관 중앙행정기관장 추천 → 전문인력 67개 직종 학력·경력 모두 면제 (최초 1년만, 연장 시 소득금액증명원 제출) - 고소득 전문직 우수인재: 연간 보수 GNI 3배 이상 → 직종 무관 학력·경력 면제, 주무부처 추천 불요 - 우수사설기관 연수 수료자(D-4-6, 20개월 이상) + 국내 공인 자격증 + 사회통합프로그램 4단계 이상: 자격변경 허용 (E-7-4 제외) - 해외 유망인재: 29세 이하 + 세계 우수대학(타임 200/QS 200) 졸업 또는 한국학 전공 + TOPIK 6급: 학위·경력 면제 - 아시아권 QS 1,000위 이내 현지대학 이공계 졸업생 (베트남·중국·태국·일본·인도·인도네시아·말레이시아·싱가포르·필리핀): 29세 이하 + 학사 이상 + TOPIK 2급 → 경력 면제 - 외국인 유학생 일학습병행제 이수자 (국내 전문학사 이상 + 관련 직종 취업): 경력 면제",,,,,,,,첨단과학기술인력 우대 고용추천 (골드카드),"골드카드 추천기관: 산업통상자원부(KOTRA), 시행연도 2000년 추천대상자 요건: 동종 5년 이상 경력, 또는 학사+1년 이상 경력, 또는 석사 이상 (국내 학위는 경력 불요) 추천대상 직종: IT, 기술경영, 나노, 디지털전자, 바이오, 수송 및 기계, 신소재, 환경 및 에너지 8개 분야",
126,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-7,특정활동,visa_rule,E-7 특정활동 / 도입방법 및 신청절차,사증발급,절차,,,,,"피초청(외국인) 준비서류: 여권사본, 반명함판 칼라사진 1매, 고용계약서, 자격요건 입증서류(학위증, 경력증명서, 자격증 등). 국외 발급 서류는 국문/영문 번역본 첨부, 주요서류는 영사공증 또는 아포스티유 확인 초청인 준비서류: 고용단체 등 설립관련서류, 외국인 고용 필요성 입증서류(초청사유서, 고용추천서 등), 신원보증서(근무처변경·추가 신고 제한 직종 종사자만), 납세증명서(국세완납증명서), 지방세 납세증명",,,,"원칙: 기업이 외국인력을 발굴·검증·채용한 후 사증발급 또는 체류자격 변경허가 신청 → 법무부에서 결격여부 등 심사하여 허용여부 결정 뿌리산업체 숙련기능공 등: 비전문 취업자격자 등 자격변경 허용 + 뿌리산업 민관합동 전문가 기량검증 통과자 인재 POOL 구성 → 쿼터 내 선발(조선용접공 도입절차 준용) 고용추천서 면제 대상: 대학 및 공공기관 고용, 사기업 대기업 관리자 고용 전자고용추천시스템: 대한민국 비자포털(visa.go.kr) 운영",,,,,,,,,
131,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-7,특정활동,visa_rule,E-7 특정활동 / 한·인도 사증절차간소화협정 독립전문가,사증발급인정서,대상,E-7-91,한·인도 CEPA 양허직종 인도 국적 독립전문가,인도 법인에 소속되지 않은 자영업자로서 우리나라의 법인 또는 개인과 서비스 공급계약을 체결하여 이행하기 위해 입국하는 독립전문가,,,"- 사증발급인정신청서 (별지 제21호 서식), 여권사본, 표준규격사진 1매 - 본인과 국내법인/개인사업자 간의 서비스공급 계약서 - 국내법인/개인사업자의 법인등기부등본 또는 사업자등록증 사본 - 납세사실증명서 - 학력입증서류, 경력입증서류 - 서비스공급의 필요성 입증서류 (활용계획서, 고용추천서 등) - 기타 직종별 첨부서류","대리인 신청 시 위임장, 대리인 재직증명서, 대리인 신분증 사본",한-인도 CEPA 전문가 양허직종(162개) 관련 학사 이상 학위 + 해당 분야 1년 이상 경력 (생물학자·생화학자는 박사학위 또는 동등 자격),,,,,,,,,,
132,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-7,특정활동,visa_rule,E-7 특정활동 / 한·러 및 한·우즈벡 한시적 근로협정,사증발급인정서,대상,,,한·러 협정: 모회사와 회사 설립 문서(정관)에 따라 모회사가 직접/간접 통제하는 회사 집단(지사·지점·연락사무소·자회사·계열회사)의 직원으로 국내에서 채용된 사람 한·우즈벡 협정: 대한민국에서 상업활동을 수행하는 회사 대표사무소에서 한시적으로 근무하기 위해 국내에서 채용되는 전문인력인 우즈베키스탄 국민,,,,,"협정상 별도 자격기준 없음, 본 지침의 직종별 학력·경력요건 및 첨부서류 준용",,,,,,,,,,
133,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-7,특정활동,restriction,E-7 특정활동 / 국민고용 보호를 위한 심사기준,사증발급,제한,,,,,,,,"국민고용 보호 일반 심사기준: - 고용업체 규모: 국민 고용자 5명 미만 + 내수 위주 업체는 원칙적 초청 제한. 고용인원은 고용보험가입자명부에 최저임금 충족 3개월 이상 등재 인원 (원칙적으로 개업 후 3개월 이후 신청 가능) - 고용업체 업종: 업종 특성별 별도 요건 충족 - 외국인 고용비율: 국민고용 보호 직종은 원칙적으로 국민고용자의 20% 범위 내 외국인 고용 허용 (E-7-4, E-8, E-9, E-10, H-2, F-2, F-4, F-5, F-6은 외국인 고용인원에서 제외. E-1~E-7-1~3은 포함) - 임금요건: 동종 직무 동일 경력 내국인 평균임금과 연계 ① 전문인력: 법무부 장관 확정·공고 임금요건 기준 ② 준전문·일반기능·숙련기능인력: 최저임금 이상 ③ 일부 직종(온라인쇼핑판매원, 양식기술자 등): 전년도 GNI 0.8배 이상 - 중소·벤처·비수도권 중견기업 특례: 전년도 GNI 80% 이상 임금 적용 직종 종사자, E-7 근무경력 없거나 3년 이하인 자 → 임금 요건 GNI 70% 이상으로 완화",,"전문인력 중 초청장 남발 우려 직종(기계공학 기술자, 제도사, 여행상품개발자, 해외영업원, 통·번역가 등)은 예외적으로 국민고용 보호 심사 기준 적용 준전문·일반기능·숙련기능인력은 고용업체 자격요건·업체당 외국인 고용허용 인원 상한·최저 임금요건 등 적용 총 국민고용자 20% 초과 E-7 외국인 고용 중인 업체는 신규/대체 인력 초청·자격변경·근무처변경·추가 원칙적으로 불허","체류자격외활동허가 또는 근무처추가로 파트타임 근무 시 적용 안 함 정부초청 장학생 일/학습연계유학(D-2-7) 졸업자: 전문/준전문/일반기능에 대해 국민고용비율·업체규모 적용 면제, 유사직종 폭넓게 허용 주한공관, 공공기관, 학교(대학 제외) 등 비영리기관 고용 전문인력 67개 직종: 임금요건 합리적 사유 입증 시 부분적 완화",,,국민고용 보호 직종은 국민고용자의 20% 범위 내,,"임금요건 심사 기준 (계약서, 세무서 발행 전년도 소득금액 증명, GNI 한국은행 공시 기준, 최저임금 고용노동부 공고 기준, 고용계약서에 월 급여총액 대비 근로시간 명시)",,
136,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-7,특정활동,visa_rule,E-7-1 전문인력 / 관리자 직종 (1212~1522) 공통 심사기준,사증발급,요건,E-7-1,"직종코드 1212~1522 관리자 (경영지원, 교육, 보험금융, 문화·예술·디자인·영상, 정보통신, 기타 전문서비스, 건설·광업, 제품생산, 농림·축산·어업, 영업·판매, 운송, 숙박·여행·오락·스포츠, 음식서비스 관리자)",,,,,,"공통 심사기준: - 기업의 운영부서 현황, 독립성, 운영부서 일반직원 수, 관리자(외국인) 임금수준 등을 고려하여 심사 - 원칙적으로 본사 운영부서 관리자에 한함 - 대기업 종사 관리자는 고용추천서 징구 면제 (2007.12.5. 규제개혁 장관회의 결정) - 대기업/중소기업 구별은 중소기업기본법 시행령 제3조 및 별표 1 개별 직종 특례: - 경제이익단체 고위임원(S110), 기업 고위임원(1120): 기업 자율성 존중, 학력·경력요건 없음 - 교육 관리자(1312): 학사 이상 + 관련 법령 교사 자격 및 경력 + 소정 절차에 따라 채용 - 보험·금융관리자(1320): 학사+경력 미흡해도 금융위원회 추천 시 실질심사 후 허가 (도입 불가: 대부 관련업체) - 제품생산 관리자(1413) 국내복귀기업 특례: 산업통상부 선정 지원대상 국내복귀기업의 해외법인 근무 (학사 이상 6개월, 전문학사·기술자격증·수상경력·KOTRA KBC 경력확인 2년 이상), 업체당 고용허용인원은 내국인 피보험자(3개월 평균) 30% 이내 - 농림·축산·어업 관리자(14901) 농림기업 관리자: 별도요건(석사 이상 또는 학사+3년 경력) - 음식서비스 관리자(1522): 전국 10개 이상 지점 또는 프렌차이즈 운영 요건 - 운송 관리자(1512) 선박관리전문가 특례: 선장·기관장·1등 항해사·기관사 승선경력자 1년 이상, 2·3등 5년 이상. 업체 요건: 해양수산부 등록 + 최근 3년 연평균 관리선박 10척 이상 + 선원임금 제외 외화수입 100만불 또는 매출 10억원 이상. 업체당 기본요건 당 1명씩 최대 5명 - 숙박·여행·오락·스포츠 관리자(1521): 여행업체·관광레저사업체 관리자는 관광사업등록증 사본 추가 (도입 불가: 여관 관리자)",,영업소장 등 영업·판매 관리자 도입 불가,대기업 관리자는 고용추천서 면제,,,,,,,
138,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-7,특정활동,visa_rule,E-7-2 준전문인력 / 직종별 세부심사 (10개 직종),사증발급,요건,E-7-2,사무종사자 및 서비스 종사자,,"사무종사자: 면세점·제주영어교육도시 판매 사무원(31215), 항공운송 사무원(31264), 호텔 접수 사무원(3922), 의료 코디네이터(S3922), 고객상담 사무원(3991) 서비스 종사자: 운송 서비스 종사자(431), 관광 통역 안내원(43213), 카지노 딜러(43291), 주방장 및 조리사(441), 요양보호사(42111)",,,,공통: 일반 요건 적용 + 임금요건 최저임금 이상 (일부는 GNI 0.8배 이상) 주방장 및 조리사(441): 외국인 요리사 별도 기준 (요리경연대회 입상 또는 자격증+경력 3~5년 또는 향토음식 경력 10년) 요양보호사(42111): 국내 전문학사 이상 + 요양보호사 자격증 + 한국어 (KIIP 3급 또는 사전평가 61점 또는 TOPIK 3급). 임금은 당해연도 최저임금 이상. 노인의료복지시설(장기요양기관지정서 기관기호 1)에서 근무. 시범운영기간 2024~2025년 연간 400명 한도 카지노 딜러: 별도 기준 관광 통역 안내원(43213): 관광통역안내사 자격증 필수 의료 코디네이터(S3922): 의료 관련 학위 + 한국어 능력,,,,,체류기간 상한 2년 단수사증,요양보호사 연간 400명 (2024~2025 시범운영). 일부 직종 업체당 국민고용 20% 이내,,주방장·조리사 외국인 요리사 추가 첨부서류 및 고용업체 기준 (안산 다문화마을·인천 차이나타운 특구 별도),,
139,high,document_like_row_outside_required_documents; score_like_row_outside_score_table,공통/필수/기타서류 버킷 재분류; 점수표/배점 행인지 확인,E-7,특정활동,visa_rule,E-7-3 일반기능인력 / 직종별 세부심사 (14개 직종),사증발급,요건,E-7-3,일반기능 분야 14개 직종 종사자,,,,,,"공통: 국내 체류 중 음주운전·폭행·절도 등 형사범죄경력 있을 시 사증발급인정서 발급 억제 동물사육사(61395): 일반 요건 적용, 국민고용 20% 한도 양식기술자(6301): 수산분야 학사 이상 또는 수산분야 전문학사+해당 양식기술 2년 이상 또는 5년 이상 경력. 해양수산부 등록업체. 임금 GNI 0.8배 이상. 도입 가능 품목: 해삼 외에 시범운영(어류·패류·갑각류·해조류·무척추동물). 1개 업체당 3명(시범운영 2명). 시범운영 2026.1.~2027.12. 연 200명 할랄 도축원(7103): 고등학교 이상 + 5년 이상 할랄 도축 경력 (자격증 소지자는 3년). KMF·해외 인증기관에서 할랄 도축장 인증 받은 업체. 매출 80억 이하 3명, 80억 초과 7명 이내 악기 제조·조율사(7303): 10년 이상 경력 조선 용접공(7406): 중급 이상 조선용접공 자격증 + 2년 이상 경력 + 현지 기량검증 통과. AWS·ASME·ISO·EN·국제선급협회 자격증. 조선업 전업률 50% 이상 + 매출 10억 + 상시근로자 10인 (소기업 면제) + 이탈자 없음. 국민고용 30% 이내. 임금 GNI 0.8배 (도입 3년차까지 2,515만원 완화). 사회통합프로그램 사전평가 21점 이상 또는 1단계 이수 또는 TOPIK 2급 선박 전기원(76212): 학사+1년 또는 전문학사+5년 경력. 기량검증 통과 시 경력 완화 (학사 면제, 전문학사 2년). 조선업체 GNI 0.8배 이상 선박 도장공(78369): 화학·화학공학·재료공학·조선공학·건축공학·자동차공학·기계공학 전문학사+5년 또는 학사+1년. 기량검증 통과 시 경력 완화 항공기 정비원(7521): 일반요건 적용, 국토교통부장관 고용추천 필수 항공기(부품) 제조원(S8417): 이공계 석사 이상 또는 이공계 학사+1년 또는 5년 경력. 매출 10억 + 상시근로자 10인 + 법 위반·이탈 없는 업체. 임금 GNI 0.8배. 시범운영 2024~2025 연 300명 송전 전기원(76231): 자격증+1년 또는 5년 경력. 기량검증 통과. 임금 월 350만원(연 4,200만원). 한국전력공사 송전공사 수주 건설업체. 시범운영 2024~2027 연 300명. 업체당 최대 30명 자동차 부품제조원(S85411): 이공계 학사 또는 전문학사+1년 또는 5년 경력 + 기량검증. 비수도권 300인 미만 사업장. 국민고용 30% 이내. 임금 GNI 0.7배. 시범운영 2025…",조선업 등 사회통합프로그램: 입국 후 1년 이내 KIIP 사전평가 21점+2단계 배정 또는 1단계 이수 또는 TOPIK 2급 (유학생 특례 적용 대상자 면제). 미충족 시 6개월씩 최대 1년 연장 근무처 변경: 휴·폐업·경영악화·고용계약 만료 등 외국인 귀책사유 없을 때만 허용,국내 체류 중 형사범죄경력 있을 시 발급 억제 동물사육사·항공기 정비원·일부 직종: 국민고용 20% 한도 자동차 부품제조원: 수도권(서울·경기·인천) 제외 비수도권 300인 미만 사업장만 허용 여러 직종에서 무단이탈자 발생 시 이탈일로부터 1~2년간 이탈 인원수 고용허용에서 공제,유학생 특례 (조선·항공기·자동차·건설기계 등): 국내 대학 이공계 전문학사 이상 + 산업통상부 장관 고용추천 시 경력요건 면제 또는 자격변경 허용 소기업 특례: 조선업 소기업은 상시근로자 10인 요건 면제 + 최소 5명 + 연매출 20억당 1명 추가,,체류기간 상한 2년 단수사증,"직종별 시범운영 연간 쿼터 (양식 200, 항공기 부품 300, 송전 300, 자동차 부품 100, 건설기계 100 등)",,,,
141,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,E-7,특정활동,visa_rule,E-7-S 네거티브 방식 전문인력 비자,사증발급,대상,E-7-S,,E-7-S1 고소득자: 소득이 전년도 1인당 국민총소득(GNI)의 3배 이상인 전문인력. 학력·경력·분야에 관계없이 E-7 발급 E-7-S2 첨단산업분야 종사자: 산업발전법 제5조 첨단 기술분야 종사(예정) 전문인력. 점수 60점 이상 + GNI 1배 이상 + 첨단산업 분야 + 제한 직종 미취업,,,,,"E-7-S1: 소득 GNI 3배 이상 + 제한 직종(사무종사·단순노무·풍속 위반·국가안보 사유 제한) 미취업 E-7-S2: 점수 60점 이상 + 소득 GNI 1배 이상 + 첨단산업 분야(반도체·바이오·디스플레이·신재생에너지 등) + 제한 직종 미취업 첨단산업분야 인정 기준: 산업발전법 제5조 및 「첨단기술 및 제품의 범위」(산업통상자원부 고시 제2022-36호) 3,043개 첨단기술·제품과 정확히 일치하는 분야 (필요 시 산업통상자원부 '첨단기술·제품 확인서' 확인)",,"사무종사·단순노무 업종, 선량한 풍속 위반 업종, 국가안보 사유 제한 분야(뉴스통신사업자 대표이사 등)",국민고용 보호 심사 기준 비적용,,,,E-7-S2는 60점 이상 충족 필요,,,
142,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,E-7,특정활동,exception,E-7-S / 거주(F-2) 및 영주(F-5) 자격변경 특례,체류자격 변경,예외,E-7-S,,"점수제 거주(F-2-7) 자격변경 특례: - 대상: E-7-S 자격으로 국내 1년 이상 체류 + 현재 정상적으로 취업 활동 중 - 요건: E-7-S2 점수제 요건(60점 이상) 충족 (E-7-S1은 소득만 확인) + 사회통합프로그램 3단계 이상 이수 또는 배정 - 내용: 점수제 거주(F-2-7) 점수제 요건 적용 면제 (단, 품행·취업제한분야 미종사 등 점수제 외 요건 적용) 점수제 영주(F-5-16) 자격변경 특례: - 대상: E-7-S에서 점수제 거주(F-2-7)로 자격 변경하여 국내 3년 이상 체류 + 현재 취업 중 - 요건: E-7-S1→F-2-7은 소득 요건(GNI 3배 이상) 충족, E-7-S2→F-2-7은 E-7-S2 점수제 요건(60점 이상) 충족 - 내용: E-7-S2→F-2-7 자격변경자 완화 생계유지 요건 적용 (GNI 2배→1배)",,,,,,,,F-2-7 점수제 요건 적용 면제 (E-7-S 자격자) F-5-16 영주 자격변경 시 생계유지 요건 완화 (E-7-S2→F-2-7),,,,,,,
144,high,score_like_row_outside_score_table; score_like_quota_row,점수표/배점 행인지 확인; 쿼터/인원 제한 행인지 확인,E-7,특정활동,quota,E-7-4 숙련기능인력 / K-point E74 쿼터 유형,체류자격 변경,쿼터,E-7-4,현재 1년 이상 근무 중인 기업에서 추천을 받은 자,,"기업 추천 개인트랙, 중앙부처 추천(고용부·산업부·농식품부·해수부·국토부), 광역지자체 추천, 탄력 배정 쿼터 대상자",,,,"기업 추천 개인트랙: 현재 1년 이상 근무 중인 기업의 추천을 받고 중앙부처·지자체 추천 없이 전환요건 점수 이상이면 신청 가능 추천 쿼터: 현재 1년 이상 근무 중인 기업 추천 + 중앙부처 또는 광역지자체 추천 광역지자체 추천: 1년 이상 해당 광역지자체 소재 기업 근무자, E-7-4 전환 후 2년 이상 해당 광역지자체에 체류지 유지 비수도권 특례 전환자는 4년 체류 요건과 상관없이 해당 업체 근무 및 의무 거주기간 3년",,,,,,탄력 배정 쿼터를 별도로 마련해 추가 배정이 필요한 분야에 탄력적으로 운영,,,,
145,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-7,특정활동,visa_rule,E-7-4 숙련기능인력 / 신청 일정 및 방법,체류자격 변경,절차,E-7-4,,,,,,,,"일정: 연중 상시 접수 방법: 하이코리아 전자민원 온라인 접수 원칙(www.hikorea.go.kr 공지사항 참고) 신청 5부제: 출생 연도 끝자리에 따른 신청 요일 지정 - 끝자리 1·6: 월, 2·7: 화, 3·8: 수, 4·9: 목, 5·0: 금 고령자, 격오지, 첨부서류 과다자 등 관할기관장이 판단해 대면 접수가 불가피한 경우에만 예외적으로 대면 접수 허용 하이코리아 전자민원 신청 가능 시간: 평일 오전 7시~오후 10시 (문의 1345) 업로드 파일: 2MB 이하 jpg·bmp·png·tif·pdf, 증명사진은 95KB 이하 jpg",,,,,,,,,
146,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,E-7,특정활동,visa_rule,E-7-4 숙련기능인력 / 신청 대상 외국인 요건,체류자격 변경,요건,E-7-4,"현재 E-9, E-10, H-2 자격으로 한국에 등록되어 정상 근로 중인 외국인 근로자",최근 10년간 E-9·E-10·H-2 자격으로 4년 이상 체류한 등록외국인으로 현재 근무처에서 정상 근로 중 비수도권(서울·경기·인천 제외)에서 3년 이상 체류 중인 자가 광역지자체 추천을 받은 경우 포함,,,,,"① 최근 10년간 E-9·E-10·H-2 자격으로 4년 이상 체류 + 현재 근무처에서 정상 근로 중 ② 현재 근무처에서 연봉 2,600만원 이상으로 향후 2년 이상 E-7-4 고용계약(농·축산업, 어업·내항상선 종사자는 2,500만원 이상) ③ 현재 1년 이상 근무 중인 기업의 추천(상시근로자 수의 20% 범위 내 추천, 현재 E-9·E-10 고용 기업은 최소 1명 추천 가능) ④ 점수제 총점 300점 중 가점 포함 최소 200점 이상(기본항목 평균소득·한국어능력 각각 50점 이상) 최근 2년 연간 평균소득 2,500만원 이상(농·축산·어업·내항상선 2,400만원 이상) 한국어능력: TOPIK 2급 또는 사회통합프로그램 2단계 이수 또는 사전평가 3단계 배정(41점) 이상 한국어 요건 한시적 유예(~2026.12.31.): 다른 요건 충족 시 최초 연장(2년)까지 보완 조건으로 유예 2년 내 한국어 미충족 시 가족초청 불가 및 이후 체류기간 6개월만 부여",,,,,,,"점수제 총점 300점 만점(가점 제외), 가점 포함 200점 이상 득점 필요",,,
149,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-7,특정활동,visa_rule,E-7-4 숙련기능인력 / 행정 사항,체류자격 변경,기간,E-7-4,,,,,,,허가 내용: 체류자격 변경만 허용(신규 비자발급 대상 아님),,,,일반적인 자격변경 수수료 적용(전자민원 감면 포함),"1회 부여 체류기간 2년 이내(고용계약 범위 내) 잔여 여권 유효기간이 6개월 미만인 경우 1회에 한해 확인서 징구 후 여권 유효기간을 6개월로 간주하여 체류기간 부여(단, 고용계약기간은 2년 이상) 신원보증기간이 2년보다 짧으면 체류기간 2년 부여 불가 시행일: 2024.11.27.(수)",,,,,
151,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-7,특정활동,visa_rule,E-7-4 숙련기능인력 / 추천 절차 안내,체류자격 변경,절차,E-7-4,,,,,,,,"중앙부처 추천: 고용기업 추천자 중 부처별 지정된 영역에 한해 추천 가능, 추천 명단을 주 단위로 법무부(체류관리과)에 공문 송부, 외국인은 별도 추천서 제출 없이 자체심사표에 추천 여부 표시 부처별 영역: 고용부·중기부 → 제조업, 산업부 → 뿌리산업·조선업, 농식품부 → 농축산업, 해수부 → 어업·내항상선, 국토부 → 건설업 광역지자체 추천: 1년 이상 해당 광역지자체 소재 기업에 근무 중인 외국인을 추천, E-7-4 전환 후 2년간 해당 광역지자체에 체류(비수도권 특례 전환자는 의무기간 3년) 17개 광역지자체 중 추천 희망 지자체가 추천(산하 기초지자체 추천 취합), 직종(영역) 상관없이 E-7-4 전환 가능 영역 추천 고용기업 추천: 현재 1년 이상 근무 중인 기업의 대표가 추천, 기업 직종(영역)에 맞게 추천, E-7-4 신청 시 추천서 및 추천자 신분증 사본 직접 제출",,,,,,,,,
159,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,E-9,비전문취업,visa_rule,E-9 비전문취업 / 허용업종 및 체류자격 약호,사증발급인정서,요건,,,,,,,,"제조업(E-9-1): 상시근로자 300인 미만 또는 자본금 80억원 이하 제조업(중소기업확인서·뿌리기업확인서·중견기업확인서·U턴기업 선정확인서 제출 시 인정), 뿌리산업 포함 건설업(E-9-2): 모든 건설공사(발전소·제철소·석유화학 건설현장 중 건설면허가 산업환경 설비인 경우 적용 제외) 농축산업(E-9-3): 작물재배업, 축산업, 작물재배 및 축산관련 서비스업 어업(E-9-4): 연안어업·근해어업(20톤 미만 어선), 양식어업, 소금채취업 임업(E-9-9): 임업 종묘 생산업·육림업·벌목업·임업 관련 서비스업(산림사업시행업자·종묘생산업자 중 법인에 한함, 표준직업분류상 임업 단순 종사원 고용에 한함) 광업(E-9-10): 금속 광업, 비금속광물 광업(연간 생산량 15만톤 이상 채굴권·조광권 설정 업체에 한함, 광업 단순 종사원 고용에 한함) 서비스업(E-9-5): 건설폐기물 처리업, 냉장·냉동 창고업(내륙), 호텔·휴양콘도·호스텔업(서울·부산·강원·전북·경북·제주 한정, 건물 청소원·주방 보조원에 한함), 한식 음식점업(시범지역 한정), 재생용 재료수집 및 판매업, 서적·잡지 출판업, 음악 출판업, 폐기물 수집·운반·처리업, 음식료품 도매업, 택배업, 항공기하역업체, 식육 운반·택배서비스업체 한식 음식점업·호텔·숙박업·임업·광업은 2024년도 고용허가서 발급 시점 이후부터 사증발급인정서 발급 신청 가능",,,,,,,,,,
